,FACS_Sorting,Age,Method,Multiplexed,Dataset,Anatomical_Site,Organ,10X_Chemistry,Donor_ID,Accession_ID,Organism,Sample_ID,Sex,Expected_Donors,Study,Technology,Age(PCW)
139,Total,13.9,3GEX,No,Linnarson,Pons,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X186_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
140,Total,13.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X186_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
141,Total,13.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
142,Total,13.9,3GEX,No,Linnarson,Pons,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
143,Total,13.9,3GEX,No,Linnarson,Pons,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
144,Total,13.9,3GEX,No,Linnarson,Subcortex,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
145,Total,13.9,3GEX,No,Linnarson,Subcortex,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
146,Total,5.0,3GEX,No,Linnarson,Lung,Brain,10x3'v2,XDD:348,EGAD00001006049,Human,10X180_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
147,Total,5.0,3GEX,No,Linnarson,Face,Brain,10x3'v2,XDD:348,EGAD00001006049,Human,10X181_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
148,Total,5.0,3GEX,No,Linnarson,Head,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X181_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
149,Total,13.9,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:351,EGAD00001006049,Human,10X183_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
150,Total,13.9,3GEX,No,Linnarson,Spinal_cord_lumbar,Brain,10x3'v2,XDD:351,EGAD00001006049,Human,10X183_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
151,Total,13.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
152,Total,13.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
153,Total,13.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:351,EGAD00001006049,Human,10X185_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
154,Total,13.9,3GEX,No,Linnarson,Meninges,Brain,10x3'v2,XDD:351,EGAD00001006049,Human,10X184_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
155,Total,13.9,3GEX,No,Linnarson,Spinal_cord_thoracic,Brain,10x3'v2,XDD:351,EGAD00001006049,Human,10X183_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,13.9
156,Total,5.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X177_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
157,Total,5.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X177_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
158,Total,5.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X177_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
159,Total,5.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X178_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
160,Total,5.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X179_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
161,Total,5.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:348,EGAD00001006049,Human,10X179_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
162,Total,5.0,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X178_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
163,Total,5.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X178_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
164,Total,5.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X178_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
165,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
166,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
167,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
168,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
169,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
170,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X170_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
171,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
172,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X170_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
173,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X170_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
174,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
175,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X169_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
176,Total,6.9,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
177,Total,6.9,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
178,Total,6.9,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
179,Total,6.9,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
180,Total,6.9,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
181,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
182,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
183,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X168_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
184,Total,8.5,3GEX,No,Linnarson,Pons,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X165_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
185,Total,8.5,3GEX,No,Linnarson,Pons,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X165_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
186,Total,8.5,3GEX,No,Linnarson,Medulla,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X165_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
187,Total,8.5,3GEX,No,Linnarson,Medulla,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X165_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
188,Total,8.5,3GEX,No,Linnarson,Heart,Brain,10x3'v2,XDD:342,EGAD00001006049,Human,10X166_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
189,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
190,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
191,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
192,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X167_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
193,Total,8.5,3GEX,No,Linnarson,Lung,Brain,10x3'v2,XDD:342,EGAD00001006049,Human,10X166_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
194,Total,6.6,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
195,Total,6.6,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
196,Total,6.6,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
197,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
198,Total,6.6,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
199,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
200,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
201,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
202,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
203,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
204,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
205,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X122_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
206,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
207,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
208,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
209,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
210,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
211,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
212,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
213,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v2,BRC2110,EGAD00001006049,Human,10X123_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
214,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
215,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
216,Total,5.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:348,EGAD00001006049,Human,10X178_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
217,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v3,BRC2061,EGAD00001006049,Human,10X170_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
218,Total,8.5,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
219,Total,8.5,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
220,Total,8.5,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
221,Total,8.5,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
222,Total,8.5,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
223,Total,8.5,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
224,Total,8.5,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
225,Total,8.5,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
226,Total,8.5,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
227,Total,8.5,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
228,Total,8.5,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
229,Total,8.0,3GEX,No,Linnarson,Heart,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X158_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
230,Total,8.0,3GEX,No,Linnarson,Lung,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X158_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
231,Total,8.0,3GEX,No,Linnarson,Lung,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X158_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
232,Total,8.5,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:342,EGAD00001006049,Human,10X162_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
233,Total,8.5,3GEX,No,Linnarson,Spinal_cord_lumbar,Brain,10x3'v2,XDD:342,EGAD00001006049,Human,10X162_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
234,Total,8.5,3GEX,No,Linnarson,Spinal_cord_thoracic,Brain,10x3'v2,XDD:342,EGAD00001006049,Human,10X162_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
235,Total,8.5,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
236,Total,8.5,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
237,Total,8.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
238,Total,8.0,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
239,Total,8.0,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
240,Total,8.0,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
241,Total,8.0,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
242,Total,8.0,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
243,Total,8.0,3GEX,No,Linnarson,Pons,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X157_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
244,Total,8.0,3GEX,No,Linnarson,Heart,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X158_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
245,Total,8.0,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
246,Total,8.0,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X157_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
247,Total,6.7,3GEX,No,Linnarson,Telencephalon,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
248,Total,6.7,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
249,Total,6.7,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
250,Total,6.7,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
251,Total,8.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X156_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
252,Total,8.0,3GEX,No,Linnarson,Spinal_cord_thoracic,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X155_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
253,Total,8.0,3GEX,No,Linnarson,Spinal_cord_lumbar,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X155_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
254,Total,8.0,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X155_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
255,Total,8.5,3GEX,No,Linnarson,Subcortical_forebrain,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X164_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
256,Total,8.5,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:342,EGAD00001006049,Human,10X163_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
257,Total,8.0,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X155_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
258,Total,8.0,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v2,XDD:334,EGAD00001006049,Human,10X155_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.0
259,Total,6.7,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
260,Total,6.7,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X152_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
261,Total,6.7,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X152_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
262,Total,6.7,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X152_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
263,Total,6.0,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:326,EGAD00001006049,Human,10X147_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
264,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X143_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
265,Total,6.0,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XDD:326,EGAD00001006049,Human,10X147_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
266,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X143_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
267,Total,8.5,3GEX,No,Linnarson,Heart,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X142_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
268,Total,8.5,3GEX,No,Linnarson,Spinal_cord_thoracic,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
269,Total,8.5,3GEX,No,Linnarson,Spinal_cord_thoracic,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
270,Total,8.5,3GEX,No,Linnarson,Spinal_cord_lumbar,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
271,Total,8.5,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
272,Total,8.5,3GEX,No,Linnarson,Spinal_cord_cervical,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
273,Total,8.5,3GEX,No,Linnarson,Lung,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X140_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
274,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
275,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
276,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
277,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
278,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
279,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
280,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
281,Total,8.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XDD:313,EGAD00001006049,Human,10X132_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
282,Total,9.0,3GEX,No,Linnarson,Heart,Brain,10x3'v2,XHU:310,EGAD00001006049,Human,10X127_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.0
