,FACS_Sorting,Age,Method,Multiplexed,Dataset,Anatomical_Site,Organ,10X_Chemistry,Donor_ID,Accession_ID,Organism,Sample_ID,Sex,Expected_Donors,Study,Technology,Age(PCW)
425,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X287_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
426,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
427,Total,7.0,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
428,Total,14.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
429,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
430,Total,14.0,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
431,Total,14.0,3GEX,No,Linnarson,Cortex (second half),Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X257_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
432,Total,5.5,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
433,Total,14.0,3GEX,No,Linnarson,Ventral midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
434,Total,12.0,3GEX,No,Linnarson,Subctx (forebrain),Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_8_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
435,Total,7.0,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
436,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
437,Total,14.0,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
438,Total,14.0,3GEX,No,Linnarson,Cortex (first half),Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X257_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
439,Total,14.0,3GEX,No,Linnarson,Cortex (second half),Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X257_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
440,Total,14.0,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
441,Total,14.0,3GEX,No,Linnarson,Dorsal midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X251_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
442,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
443,Total,14.0,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
444,Total,14.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
445,Total,7.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
446,Total,5.5,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
447,Total,12.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_1_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
448,Total,8.5,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482363,,1,To_et_al_2024,10X_multiome,8.5
449,Total,8.5,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482364,,1,To_et_al_2024,10X_multiome,8.5
450,Total,8.5,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482365,,1,To_et_al_2024,10X_multiome,8.5
451,Total,8.5,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482366,,1,To_et_al_2024,10X_multiome,8.5
452,Total,9.4,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966455,,1,To_et_al_2024,10X_multiome,9.4
453,Total,9.4,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966457,,1,To_et_al_2024,10X_multiome,9.4
454,Total,9.4,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966458,,1,To_et_al_2024,10X_multiome,9.4
455,Total,12,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,HDBRXXX,E-MTAB-14385,Homo sapiens,HCA_BN_F13109710,,1,To_et_al_2024,10X_multiome,12
456,Total,12,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,HDBRXXX,E-MTAB-14385,Homo sapiens,HCA_BN_F13109711,,1,To_et_al_2024,10X_multiome,12
457,Total,12,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,HDBRXXX,E-MTAB-14385,Homo sapiens,HCA_BN_F13109712,,1,To_et_al_2024,10X_multiome,12
458,Total,12,10X_multiome,No,Bone_Atlas,calvaria,Calvaria ,10x_multiome,HDBRXXX,E-MTAB-14385,Homo sapiens,HCA_BN_F13109713,,1,To_et_al_2024,10X_multiome,12
459,Total,"10.3,11.2",10X_multiome,Yes,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2356/2372,E-MTAB-14385,Homo sapiens,HCA_BN_F13177434,,2,To_et_al_2024,10X_multiome,"10.3,11.2"
460,Total,"10.3,11.2",10X_multiome,Yes,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2356/2372,E-MTAB-14385,Homo sapiens,HCA_BN_F13177435,,2,To_et_al_2024,10X_multiome,"10.3,11.2"
461,Total,"10.3,11.2",10X_multiome,Yes,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2356/2372,E-MTAB-14385,Homo sapiens,HCA_BN_F13177436,,2,To_et_al_2024,10X_multiome,"10.3,11.2"
462,Total,5.8/7.6,10X_multiome,Yes,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2370/2369,E-MTAB-14385,Homo sapiens,HCA_BN_F12808058,,2,To_et_al_2024,10X_multiome,5.8/7.6
463,Total,5.8/7.6,10X_multiome,Yes,Bone_Atlas,calvaria,Calvaria ,10x_multiome,2370/2369,E-MTAB-14385,Homo sapiens,HCA_BN_F12808059,,2,To_et_al_2024,10X_multiome,5.8/7.6
464,Total,5.8/7.6,10X_multiome,Yes,Bone_Atlas,skullbase,Calvaria ,10x_multiome,2370/2369,E-MTAB-14385,Homo sapiens,HCA_BN_F12808060,,2,To_et_al_2024,10X_multiome,5.8/7.6
465,Total,5.7,10X_multiome,No,Bone_Atlas,hip,Hip ,10x_multiome,2393,E-MTAB-14385,Homo sapiens,HCA_BN_F12922481,,1,To_et_al_2024,10X_multiome,5.7
466,Total,8.6,10X_multiome,No,Bone_Atlas,hip,Hip ,10x_multiome,2394,E-MTAB-14385,Homo sapiens,HCA_BN_F12922486,,1,To_et_al_2024,10X_multiome,8.6
467,Total,9.4,10X_multiome,No,Bone_Atlas,hip,Hip ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12874040,,1,To_et_al_2024,10X_multiome,9.4
468,Total,10,10X_multiome,No,Bone_Atlas,hip,Hip ,10x_multiome,2382,E-MTAB-14385,Homo sapiens,HCA_BN_F12863837,,1,To_et_al_2024,10X_multiome,10
469,Total,11.2,10X_multiome,No,Bone_Atlas,hip,Hip ,10x_multiome,2372,E-MTAB-14385,Homo sapiens,HCA_BN_F12874043,,1,To_et_al_2024,10X_multiome,11.2
470,Total,"7.6, 8.3",10X_multiome,Yes,Bone_Atlas,hip,Hip ,10x_multiome,multiplexed,E-MTAB-14385,Homo sapiens,HCA_BN_F12627471,,2,To_et_al_2024,10X_multiome,"7.6, 8.3"
471,Total,7.3/8.6,10X_multiome,Yes,Bone_Atlas,hip/knee,Hip/Knee,10x_multiome,2392/2394,E-MTAB-14385,Homo sapiens,HCA_BN_F12922485,,2,To_et_al_2024,10X_multiome,7.3/8.6
472,Total,"5.8, 8.3",10X_multiome,Yes,Bone_Atlas,hip/shoulder,Hip/Shoulder,10x_multiome,multiplexed,E-MTAB-14385,Homo sapiens,HCA_BN_F12627472,,2,To_et_al_2024,10X_multiome,"5.8, 8.3"
473,Total,5.7,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2393,E-MTAB-14385,Homo sapiens,HCA_BN_F12922482,,1,To_et_al_2024,10X_multiome,5.7
474,Total,7.3,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2392,E-MTAB-14385,Homo sapiens,HCA_BN_F12922484,,1,To_et_al_2024,10X_multiome,7.3
475,Total,8,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2358,E-MTAB-14385,Homo sapiens,HCA_BN_F12874047,,1,To_et_al_2024,10X_multiome,8
476,Total,9.4,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12874041,,1,To_et_al_2024,10X_multiome,9.4
477,Total,10,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2382,E-MTAB-14385,Homo sapiens,HCA_BN_F12874046,,1,To_et_al_2024,10X_multiome,10
478,Total,10,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2382,E-MTAB-14385,Homo sapiens,HCA_BN_F12863835,,1,To_et_al_2024,10X_multiome,10
479,Total,11.2,10X_multiome,No,Bone_Atlas,knee,Knee,10x_multiome,2372,E-MTAB-14385,Homo sapiens,HCA_BN_F12874044,,1,To_et_al_2024,10X_multiome,11.2
480,Total,"5.8, 7.6, 8.3",10X_multiome,Yes,Bone_Atlas,knee,Knee,10x_multiome,multiplexed,E-MTAB-14385,Homo sapiens,HCA_BN_F12627470,,3,To_et_al_2024,10X_multiome,"5.8, 7.6, 8.3"
481,Total,5.7,10X_multiome,No,Bone_Atlas,shoulder,Shoulder ,10x_multiome,2393,E-MTAB-14385,Homo sapiens,HCA_BN_F12922483,,1,To_et_al_2024,10X_multiome,5.7
482,Total,9.4,10X_multiome,No,Bone_Atlas,shoulder,Shoulder ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12874042,,1,To_et_al_2024,10X_multiome,9.4
483,Total,10,10X_multiome,No,Bone_Atlas,shoulder,Shoulder ,10x_multiome,2382,E-MTAB-14385,Homo sapiens,HCA_BN_F12863836,,1,To_et_al_2024,10X_multiome,10
484,Total,11.2,10X_multiome,No,Bone_Atlas,shoulder,Shoulder ,10x_multiome,2372,E-MTAB-14385,Homo sapiens,HCA_BN_F12874045,,1,To_et_al_2024,10X_multiome,11.2
485,Total,7.3/8.6,10X_multiome,Yes,Bone_Atlas,shoulder,Shoulder ,10x_multiome,2392/2394,E-MTAB-14385,Homo sapiens,HCA_BN_F12922487,,2,To_et_al_2024,10X_multiome,7.3/8.6
486,Total,"7.6, 8.3",10X_multiome,Yes,Bone_Atlas,shoulder,Shoulder ,10x_multiome,multiplexed,E-MTAB-14385,Homo sapiens,HCA_BN_F12627473,,2,To_et_al_2024,10X_multiome,"7.6, 8.3"
487,Total,5.8,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2370,E-MTAB-14385,Homo sapiens,HCA_BN_F12808062,,1,To_et_al_2024,10X_multiome,5.8
488,Total,7.6,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2369,E-MTAB-14385,Homo sapiens,HCA_BN_F12808061,,1,To_et_al_2024,10X_multiome,7.6
489,Total,8.5,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482359,,1,To_et_al_2024,10X_multiome,8.5
490,Total,9.4,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966456,,1,To_et_al_2024,10X_multiome,9.4
491,Total,9.4,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966460,,1,To_et_al_2024,10X_multiome,9.4
492,Total,9.4,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966461,,1,To_et_al_2024,10X_multiome,9.4
493,Total,10.3,10X_multiome,No,Bone_Atlas,skullbase,Skull base,10x_multiome,2365,E-MTAB-14385,Homo sapiens,HCA_BN_F13177437,,1,To_et_al_2024,10X_multiome,10.3
494,Total,8.5,10X_multiome,No,Bone_Atlas,skullbase,Skull base ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482360,,1,To_et_al_2024,10X_multiome,8.5
495,Total,8.5,10X_multiome,No,Bone_Atlas,skullbase,Skull base ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482361,,1,To_et_al_2024,10X_multiome,8.5
496,Total,8.5,10X_multiome,No,Bone_Atlas,skullbase,Skull base ,10x_multiome,2361,E-MTAB-14385,Homo sapiens,HCA_BN_F12482362,,1,To_et_al_2024,10X_multiome,8.5
497,Total,9.4,10X_multiome,No,Bone_Atlas,skullbase,Skull base ,10x_multiome,2384,E-MTAB-14385,Homo sapiens,HCA_BN_F12966459,,1,To_et_al_2024,10X_multiome,9.4
498,Total,"11.2,13",10X_multiome,Yes,Bone_Atlas,calvaria/skullbase,Skull base ,10x_multiome,2372/16403,E-MTAB-14385,Homo sapiens,HCA_BN_F13109714,,2,To_et_al_2024,10X_multiome,"11.2,13"
499,Total,"11.2,13",10X_multiome,Yes,Bone_Atlas,calvaria/skullbase,Skull base/Calvaria,10x_multiome,2372/16403,E-MTAB-14385,Homo sapiens,HCA_BN_F13109715,,2,To_et_al_2024,10X_multiome,"11.2,13"
500,Total,"11.2,13",10X_multiome,Yes,Bone_Atlas,calvaria/skullbase,Skull base/Calvaria,10x_multiome,2372/16403,E-MTAB-14385,Homo sapiens,HCA_BN_F13109718,,2,To_et_al_2024,10X_multiome,"11.2,13"
501,Total,"11.2,13",10X_multiome,Yes,Bone_Atlas,calvaria/skullbase,Skull base/Calvaria,10x_multiome,2372/16403,E-MTAB-14385,Homo sapiens,HCA_BN_F13109719,,2,To_et_al_2024,10X_multiome,"11.2,13"
502,Total,7,3GEX,No,Bone_Atlas,lumbar ,Spine,10x3'v2,HDBR15918,EGAD00001009801,Homo sapiens,SB_200532_10841321,,1,Lawrence_et_al_2024,10X_scRNA-seq,7
503,Total,5,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15868,EGAD00001009801,Homo sapiens,SB_200532_10621989,,1,Lawrence_et_al_2024,10X_scRNA-seq,5
504,Total,5,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15868,EGAD00001009801,Homo sapiens,SB_200532_10621992,,1,Lawrence_et_al_2024,10X_scRNA-seq,5
505,Total,5,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15868,EGAD00001009801,Homo sapiens,SB_200532_10621990,,1,Lawrence_et_al_2024,10X_scRNA-seq,5
506,Total,5,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15868,EGAD00001009801,Homo sapiens,SB_200532_10621991,,1,Lawrence_et_al_2024,10X_scRNA-seq,5
507,Total,7,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15918,EGAD00001009801,Homo sapiens,SB_200532_10841322,,1,Lawrence_et_al_2024,10X_scRNA-seq,7
508,Total,7,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15918,EGAD00001009801,Homo sapiens,SB_200532_10841323,,1,Lawrence_et_al_2024,10X_scRNA-seq,7
509,Total,9,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032965,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
510,Total,9,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032967,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
511,Total,9,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032966,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
512,Total,9,3GEX,No,Bone_Atlas,sacral ,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032968,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
513,Total,9,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032964,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
514,Total,9,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15961,EGAD00001009801,Homo sapiens,SB_200532_10032969,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
515,Total,9,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15916,EGAD00001009801,Homo sapiens,SB_200532_10841316,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
516,Total,9,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15916,EGAD00001009801,Homo sapiens,SB_200532_10841317,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
517,Total,9,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15916,EGAD00001009801,Homo sapiens,SB_200532_10841318,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
518,Total,9,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15916,EGAD00001009801,Homo sapiens,SB_200532_10841319,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
519,Total,9,3GEX,No,Bone_Atlas,rib,Spine ,10x3'v2,HDBR15916,EGAD00001009801,Homo sapiens,SB_200532_10841320,,1,Lawrence_et_al_2024,10X_scRNA-seq,9
520,Total,10,3GEX,No,Bone_Atlas,disc,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297927,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
521,Total,10,3GEX,No,Bone_Atlas,disc,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297933,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
522,Total,10,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297922,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
523,Total,10,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297928,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
524,Total,10,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297923,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
525,Total,10,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297929,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
526,Total,10,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297924,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
527,Total,10,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297930,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
528,Total,10,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297925,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
529,Total,10,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297931,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
530,Total,10,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297926,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
531,Total,10,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15837,EGAD00001009801,Homo sapiens,SB_200532_10297932,,1,Lawrence_et_al_2024,10X_scRNA-seq,10
532,Total,12,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254458,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
533,Total,12,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254463,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
534,Total,12,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254461,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
535,Total,12,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254466,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
536,Total,12,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254462,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
537,Total,12,3GEX,No,Bone_Atlas,sacral,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254467,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
538,Total,12,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254459,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
539,Total,12,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254464,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
540,Total,12,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254460,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
541,Total,12,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15982,EGAD00001009801,Homo sapiens,SB_200532_11254465,,1,Lawrence_et_al_2024,10X_scRNA-seq,12
542,Total,13,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863985,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
543,Total,13,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863991,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
544,Total,13,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863988,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
545,Total,13,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863994,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
546,Total,13,3GEX,No,Bone_Atlas,sacral ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863989,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
547,Total,13,3GEX,No,Bone_Atlas,sacral ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863995,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
548,Total,13,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863986,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
549,Total,13,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863992,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
550,Total,13,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863987,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
551,Total,13,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15927,EGAD00001009801,Homo sapiens,SB_200532_10863993,,1,Lawrence_et_al_2024,10X_scRNA-seq,13
552,Total,17,3GEX,No,Bone_Atlas,cervical ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018313,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
553,Total,17,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018314,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
554,Total,17,3GEX,No,Bone_Atlas,thoracic ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018315,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
555,Total,17,3GEX,No,Bone_Atlas,lumbar ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018316,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
556,Total,17,3GEX,No,Bone_Atlas,sacral ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018317,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
557,Total,17,3GEX,No,Bone_Atlas,DRG,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018318,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
558,Total,17,3GEX,No,Bone_Atlas,cord ,Spine ,10x3'v2,HDBR15948,EGAD00001009801,Homo sapiens,SB_200532_11018319,,1,Lawrence_et_al_2024,10X_scRNA-seq,17
